Key,text,lang,created_at,created_day,timeonly,created_dateonly,datetime,retweet_count,coordinates,geo,place,retweeted,truncated,user_favourites_count,user_followers_count,user_following,user_friends_count,user_geo_enabled,user_listed_count,user_location,user_statuses_count,user_time_zone,user_screen_name,file,sentiment_score,sentiment
140,The least offensive tasting Greek yogurt I've tried. Well done @Dannon ,en,Mon Jun 26 14:37:02 ,Mon,14:37:02,6/26/2017,6/26/2017 14:37,0,,,,False,False,506,519,False,614,True,5,"Baltimore, MD",692,Pacific Time (US & Canada),ShannaElaine87,jsonfile_today_dannon_ny.json,0.4468611478805542,negative
141,#HyattPlace selected fellow @PHAnews’s partner @dannon yogurt for its new breakfast parfaits→… ,en,Mon Jun 26 14:00:01 ,Mon,14:00:01,6/26/2017,6/26/2017 14:00,0,,,,False,True,3293,36981,False,938,True,594,"Washington, DC",13556,Eastern Time (US & Canada),PHAnews,jsonfile_today_dannon_ny.json,0.6929705142974854,neutral
142,"I fuckin hate yogurt. I hate you dannon, I hate you yoplate, I hate you oinkos, I hate you all",en,Mon Jun 26 13:21:41 ,Mon,13:21:41,6/26/2017,6/26/2017 13:21,0,,,,False,False,15096,283,False,233,False,8,,14624,Pacific Time (US & Canada),thepowerplumber,jsonfile_today_dannon_ny.json,0.9499337077140808,negative
144,"@Dannon @NonGMOProject 

Dannon yogurt is non GMO, tastes great, and is inexpensive. Good stuff.",en,Mon Jun 26 01:27:35 ,Mon,1:27:35,6/26/2017,6/26/2017 1:27,0,,,,False,False,14359,1608,False,400,False,164,United States,3267,Pacific Time (US & Canada),JasonBruderer,jsonfile_today_dannon_ny.json,0.9669439196586609,positive
149,"You can easily put them trash AF Oreo cookies in ice cream, but you ain't got time to add pie crust to yogurt? Go to Hell, Dannon!",en,Sun Jun 25 08:02:12 ,Sun,8:02:12,6/25/2017,6/25/2017 8:02,0,,,,False,False,80321,2192,False,1637,True,139,Stately Classick Manor,155497,Eastern Time (US & Canada),classickmateria,jsonfile_today_dannon_ny.json,0.9270315170288086,negative
151,RT @maryteachesmath: Hallmarkies ❤️@Dannon thank you for sponsoring family friendly #JuneWeddings #MyFavoriteWedding @hallmarkchannel @paul…,en,Sun Jun 25 00:52:16 ,Sun,0:52:16,6/25/2017,6/25/2017 0:52,4,,,,False,False,41879,2078,False,1909,True,56,,31244,Eastern Time (US & Canada),meeker_lori,jsonfile_today_dannon_ny.json,0.9762128591537476,positive
2879,"RT @DairyFoods: Weird but true: All the PR guys at the big #yogurt companies (#Dannon, #Chobani, #Yoplait) are named Michael or Mike https:…",en,Mon Jun 26 16:56:24 ,Mon,16:56:24,6/22/2017,6/22/2017 16:56,1,,,,False,False,55,273,False,299,False,35,,8991,Eastern Time (US & Canada),Luisdalig,jsonfile_today_yoplait_ny.json,0.7846499681472778,neutral
2880,"Weird but true: All the PR guys at the big #yogurt companies (#Dannon, #Chobani, #Yoplait) are named Michael or Mike ",en,Mon Jun 26 16:41:53 ,Mon,16:41:53,6/22/2017,6/22/2017 16:41,1,,,,False,False,5,6482,False,267,False,227,"Troy, Mi",5196,Central Time (US & Canada),DairyFoods,jsonfile_today_yoplait_ny.json,0.7178865075111389,neutral
3178,"GM v Danone v Chobani - Danone still #1 by being all things to all people, with widest portfolio in market. #iDNA ",en,Tue Jul 04 16:25:04 ,Tue,16:25:04,6/26/2017,6/26/2017 16:25,1,,,,False,False,3,1822,False,130,True,99,Boston,1055,Eastern Time (US & Canada),InnoYogi,jsonfile_chobani.json,0.7622482180595398,positive
3670,How Chobani Smooth could propel Upstate NY's Greek yogurt maker to top of industry #Chobani #Dannon #Yoplait ,en,Thu Jun 29 06:16:11 ,Thu,6:16:11,1/7/2017,7/1/2017 6:16,0,,,,False,False,3847,1786,False,5001,False,63,"Salem, Oregon",6877,Pacific Time (US & Canada),danzinkand,jsonfile_chobani.json,0.7107352614402771,positive
3801,@erinnina @Chobani @Oikos @Dannon @Yoplait Hazelnut yogurt. It's been too long!,en,Wed Jun 28 16:36:03 ,Wed,16:36:03,6/30/2017,6/30/2017 16:36,0,,,,False,False,823,279,False,547,True,25,chicago,3171,Central Time (US & Canada),eamonte,jsonfile_chobani.json,0.41120675206184387,neutral
3922,My little nephew so happy to get his @Dannon from his mommy @MelindaLindland  on #IndependenceDay #July4th… ,en,Tue Jul 04 21:11:55 ,Tue,21:11:55,6/29/2017,6/29/2017 21:11,0,,,,False,True,2121,661,False,524,True,29,"Greenwich, CT",985,Eastern Time (US & Canada),RebelCarChick,jsonfile_dannon.json,0.9786871075630188,positive
3923,"@dannonisabel Dannon what the heck, I suck compared to you!! 😭",en,Tue Jul 04 20:11:12 ,Tue,20:11:12,6/29/2017,6/29/2017 20:11,0,,,,False,False,9063,662,False,1029,True,3,The band hall w/ adora,6125,Central Time (US & Canada),hantaaclaus,jsonfile_dannon.json,0.9471895694732666,negative
3925,"@EmmanuelMacron Family's patents were coming back into France/Europe. One old one is Yoplait yogurt enzymes. Dannon France/Europe, another.",en,Tue Jul 04 19:12:14 ,Tue,19:12:14,6/29/2017,6/29/2017 19:12,0,,,,False,False,35,51,False,8,False,8,"New York, USA",39821,Eastern Time (US & Canada),KMT0514,jsonfile_dannon.json,0.8643726706504822,neutral
3933,[UPDAT Walmart Deal: Dannon Oikos Triple Zero Greek Yogurt  #Coupons #Tips,en,Tue Jul 04 04:21:33 ,Tue,4:21:33,6/29/2017,6/29/2017 4:21,0,,,,False,False,0,36199,False,77,False,639,United States,31685,Central Time (US & Canada),CouponDivas,jsonfile_dannon.json,0.8719722032546997,neutral
3934,"&amp; you're stuck tweeting about it, knowing there are countless house parties happening as you eat Dannon's Light &amp; Fit Peach yogurt from bed",en,Tue Jul 04 02:46:21 ,Tue,2:46:21,6/29/2017,6/29/2017 2:46,0,,,,False,False,4944,185,False,148,True,5,,5361,Eastern Time (US & Canada),JayPee3_,jsonfile_dannon.json,0.5026578307151794,neutral
3935,@Dannon Danimal Smoothie cups taught me how to take shots like a champ,en,Tue Jul 04 02:02:04 ,Tue,2:02:04,6/29/2017,6/29/2017 2:02,0,,,,False,False,14795,817,False,714,True,6,"California, USA",11777,Pacific Time (US & Canada),bwitteck96,jsonfile_dannon.json,0.7662070393562317,positive
3947,@Dannon You do realize that you support an organization that condones domestic violence. My notice for 2017.   ,en,Mon Jul 03 12:15:02 ,Mon,12:15:02,6/29/2017,6/29/2017 12:15,0,,,,False,False,2834,549,False,1228,True,33,"Westampton, NJ",5690,Eastern Time (US & Canada),PhilVarlese,jsonfile_dannon.json,0.8640313148498535,negative
3948,@DannonXXII thanks for understanding dannon,en,Mon Jul 03 10:56:02 ,Mon,10:56:02,6/29/2017,6/29/2017 10:56,0,,,,False,False,22541,826,False,405,False,6,,56229,Pacific Time (US & Canada),ciinds_,jsonfile_dannon.json,0.6731699705123901,positive
3952,#CulinarySongsOrBands Steely Dannon Yogurt,en,Mon Jul 03 04:44:26 ,Mon,4:44:26,6/29/2017,6/29/2017 4:44,1,,,,False,False,189,383,False,595,True,4,"Bettendorf, IA",2155,Central Time (US & Canada),HashtagSynapses,jsonfile_dannon.json,0.9092738628387451,neutral
3954,@FonsoGaming @Shweebe237 @DANNON_511 Yeah you just go in circles and I'm like will this fight ever endb,en,Sun Jul 02 16:40:58 ,Sun,16:40:58,6/29/2017,6/29/2017 16:40,0,,,,False,False,449,38,False,91,False,0,"South Carolina, USA",459,Pacific Time (US & Canada),ChaseXGamer,jsonfile_dannon.json,0.7237412929534912,negative
3955,@ChaseXGamer @Shweebe237 @DANNON_511 Its the anxiety you get cause when you run it feels like your going no where xD,en,Sun Jul 02 16:38:55 ,Sun,16:38:55,6/29/2017,6/29/2017 16:38,0,,,,False,False,2951,249,False,70,True,8,"Yakima, WA",2593,Eastern Time (US & Canada),FonsoGaming,jsonfile_dannon.json,0.6033180952072144,negative
3956,@FonsoGaming @Shweebe237 @DANNON_511 Give me nightmares as a kid and hated this never since,en,Sun Jul 02 15:38:09 ,Sun,15:38:09,6/29/2017,6/29/2017 15:38,0,,,,False,False,449,38,False,91,False,0,"South Carolina, USA",459,Pacific Time (US & Canada),ChaseXGamer,jsonfile_dannon.json,0.9265889525413513,negative
3957,@ChaseXGamer @Shweebe237 @DANNON_511 this is the boss i mentioned. Hes creepy af,en,Sun Jul 02 15:35:31 ,Sun,15:35:31,6/29/2017,6/29/2017 15:35,0,,,,False,False,2951,249,False,70,True,8,"Yakima, WA",2593,Eastern Time (US & Canada),FonsoGaming,jsonfile_dannon.json,0.8776615262031555,negative
3958,The latest The MenuRavesLV Daily!  Thanks to @VegasTitleGuy @TheForumShops @DairyUTNV #canada150 #dannon,en,Sun Jul 02 15:23:16 ,Sun,15:23:16,6/29/2017,6/29/2017 15:23,0,,,,False,False,23,200,False,267,True,11,"Las Vegas, NV",1682,Pacific Time (US & Canada),MenuRavesLV,jsonfile_dannon.json,0.6592969298362732,positive
3959,Presented by #Dannon: Toddlers from 10 Countries Racing Balance Bikes in SLC! #dairy #stridercupworldchampionship ,en,Sun Jul 02 14:40:11 ,Sun,14:40:11,6/29/2017,6/29/2017 14:40,0,,,,False,False,313,1873,False,1025,True,75,"Salt Lake City, UT",3605,Mountain Time (US & Canada),DairyUTNV,jsonfile_dannon.json,0.7386629581451416,neutral
3964,@IamMiMorena Haha just waded through the refrigerator and we do have Dannon Yogurt back there it's vanilla for smoo… ,en,Sun Jul 02 01:26:13 ,Sun,1:26:13,6/29/2017,6/29/2017 1:26,0,,,,False,True,1851,407,False,142,False,32,"Provence-Alpes-Côte d'Azur, Fr",110140,Central Time (US & Canada),SweetMeadowlark,jsonfile_dannon.json,0.6425374746322632,positive
3967,@SweetMeadowlark I have Dannon Greek yogurt. It's only 80 calories,en,Sat Jul 01 23:11:15 ,Sat,23:11:15,6/29/2017,6/29/2017 23:11,0,,,,False,False,5113,672,False,948,True,18,On the other side of an ocean,81157,Eastern Time (US & Canada),IamMiMorena,jsonfile_dannon.json,0.5303128957748413,neutral
3979,"Corn on the cob $.19
Bing Cherries $1.99 lb
Dannon Greek yogurt cups $.60
Butterball turkey bacon $.57
Apple &amp;... ",en,Fri Jun 30 05:07:20 ,Fri,5:07:20,6/29/2017,6/29/2017 5:07,0,,,,False,False,0,1880,False,835,True,26,Connecticut,31897,Eastern Time (US & Canada),ginaskokopelli,jsonfile_dannon.json,0.7740606069564819,neutral
3980,@Dannon you guys are WAY too political on social media.,en,Fri Jun 30 05:04:23 ,Fri,5:04:23,6/29/2017,6/29/2017 5:04,0,,,,False,False,1182,338,False,1251,False,3,Abita Springs - Estes Park,245,Central Time (US & Canada),Norway_Pine,jsonfile_dannon.json,0.8275510668754578,negative
3981,@XianJaneway In fairness my favorite used to be Dannon coffee flavor.,en,Fri Jun 30 01:14:51 ,Fri,1:14:51,6/29/2017,6/29/2017 1:14,0,,,,False,False,3992,249,False,377,True,19,North Carolina,8701,America/Detroit,conniereagan,jsonfile_dannon.json,0.7297252416610718,positive
3986,How Chobani Smooth could propel Upstate NY's Greek yogurt maker to top of industry #Chobani #Dannon #Yoplait ,en,Thu Jun 29 06:16:11 ,Thu,6:16:11,6/29/2017,6/29/2017 6:16,0,,,,False,False,3847,1786,False,5001,False,63,"Salem, Oregon",6877,Pacific Time (US & Canada),danzinkand,jsonfile_dannon.json,0.7107352614402771,positive
3988,That was interesting. 10g Psyllium fiber mixed into a Dannon light and fit yogurt was pretty tasty. Kind of turned into cookie dough. 🤔😀,en,Wed Jun 28 23:04:32 ,Wed,23:04:32,6/29/2017,6/29/2017 23:04,0,,,,False,False,629,1528,False,1883,True,112,Hoth the ice planet,208,Central Time (US & Canada),Secbuff,jsonfile_dannon.json,0.952028214931488,positive
3995,Show your vision for Dannon TV Commercial by creating an Animatic. Enter the @Dannon Animatic Project via @tongal… ,en,Wed Jun 28 18:00:07 ,Wed,18:00:07,6/29/2017,6/29/2017 18:00,0,,,,False,True,118,5851,False,3667,False,157,The Internet,9920,Eastern Time (US & Canada),videocontests,jsonfile_dannon.json,0.5282843112945557,positive
3996,Took a short nap before hitting the gym to lift. Feel good! Having my post workout recovery shake &amp; some @Dannon Triple Zero Greek yogurt.,en,Wed Jun 28 17:58:18 ,Wed,17:58:18,6/29/2017,6/29/2017 17:58,0,,,,False,False,21473,2614,False,551,True,53,"Rhode Island, USA",91658,Eastern Time (US & Canada),CFT1,jsonfile_dannon.json,0.9163244962692261,positive
3997,@PardonMyTake gogurts/the dannon drinkable yogurts #EmbraceDebate #mtrushmore,en,Wed Jun 28 17:45:23 ,Wed,17:45:23,6/29/2017,6/29/2017 17:45,0,,,,False,False,20793,335,False,1284,True,10,"The 203, CT",25761,Eastern Time (US & Canada),realandrewfro,jsonfile_dannon.json,0.8078106045722961,neutral
3998,@erinnina @Chobani @Oikos @Dannon @Yoplait Hazelnut yogurt. It's been too long!,en,Wed Jun 28 16:36:03 ,Wed,16:36:03,6/29/2017,6/29/2017 16:36,0,,,,False,False,823,279,False,547,True,25,chicago,3171,Central Time (US & Canada),eamonte,jsonfile_dannon.json,0.41120675206184387,neutral
3999,@PardonMyTake Sprinkl'ins! By @Dannon,en,Wed Jun 28 16:26:56 ,Wed,16:26:56,6/29/2017,6/29/2017 16:26,0,,,,False,False,2630,223,False,375,True,0,,1776,Central Time (US & Canada),Frank_Petras91,jsonfile_dannon.json,0.8041957020759583,neutral
4001,Tell Sen. Manchin yogurt enemas offer no health benefits &amp; him taking big bucks from Yoplait &amp; Dannon to bring them back is wrong. #wvpol,en,Wed Jun 28 11:43:21 ,Wed,11:43:21,6/29/2017,6/29/2017 11:43,1,,,,False,False,1607,903,False,1889,False,34,"A cave, Boone County",6273,Pacific Time (US & Canada),Mothman4Senate,jsonfile_dannon.json,0.8394420146942139,negative
4003,@DFresh716 I hear good things about Fage. I like Dannon but Tops brand has surprisingly been my favorite so far,en,Wed Jun 28 02:54:48 ,Wed,2:54:48,6/29/2017,6/29/2017 2:54,0,,,,False,False,216,392,False,328,False,2,"Wilson/Buffalo, NY",23521,Eastern Time (US & Canada),McCarthy_StephT,jsonfile_dannon.json,0.9378872513771057,positive
4004,@tiny_oranges @Lah_Em And Dannon coffee flavored yogurt,en,Wed Jun 28 01:38:24 ,Wed,1:38:24,6/29/2017,6/29/2017 1:38,0,,,,False,False,110303,735,False,1146,False,16,,30032,Eastern Time (US & Canada),DrSexHands,jsonfile_dannon.json,0.7429614067077637,neutral
4855,"RT @CompPolicyInt: US: #Danone selling Stonyfield to Lactalis for US$875M
",en,Tue Jul 04 20:13:02 ,Tue,20:13:02,1/7/2017,7/1/2017 20:13,1,,,,False,False,283,33,False,49,False,3,"Washington, DC",391,Eastern Time (US & Canada),agilman9,jsonfile_stonyfield.json,0.9353794455528259,neutral
4856,Lactalis buying Stonyfield from Danone for $875m ,en,Tue Jul 04 19:44:01 ,Tue,19:44:01,1/7/2017,7/1/2017 19:44,0,,,,False,False,6,232,False,1160,False,2,"Oak Park, IL",1319,Pacific Time (US & Canada),StraightExtract,jsonfile_stonyfield.json,0.926475465297699,neutral
4858,#Danone  announces sale of #Stonyfield to Lactalis for $875 million  #France ,en,Tue Jul 04 19:00:49 ,Tue,19:00:49,1/7/2017,7/1/2017 19:00,0,,,,False,False,2,847,False,748,False,96,,3553,Pacific Time (US & Canada),investfood,jsonfile_stonyfield.json,0.9442936182022095,neutral
4859,Danone sells Stonyfield for $875M to another French firm | New Hampshire  ,en,Tue Jul 04 18:38:52 ,Tue,18:38:52,1/7/2017,7/1/2017 18:38,0,,,,False,False,6057,1860,False,1571,False,52,"Boston, MA",51270,Eastern Time (US & Canada),griffbos,jsonfile_stonyfield.json,0.9573328495025635,neutral
4865,"US: #Danone selling Stonyfield to Lactalis for US$875M
",en,Tue Jul 04 14:01:58 ,Tue,14:01:58,1/7/2017,7/1/2017 14:01,1,,,,False,False,270,2553,False,271,True,132,Global  ,10773,Eastern Time (US & Canada),CompPolicyInt,jsonfile_stonyfield.json,0.9311234951019287,neutral
4866,Lactalis to acquire organic yogurt maker Stonyfield from Danone for $875m. #DealLawyer #FoodLaw @ClarkHillUpdate ,en,Tue Jul 04 13:52:08 ,Tue,13:52:08,1/7/2017,7/1/2017 13:52,0,,,,False,False,18,412,False,690,False,17,"Chicago, Illinois",412,Pacific Time (US & Canada),ToddRSouthwell,jsonfile_stonyfield.json,0.9236937761306763,neutral
4868,Danone to Sell Stonyfield to Lactalis for $875 Million,en,Tue Jul 04 11:40:30 ,Tue,11:40:30,1/7/2017,7/1/2017 11:40,0,,,,False,False,1547,391,False,1106,True,81,un lugar por ahi,46572,Eastern Time (US & Canada),GVGOZZ,jsonfile_stonyfield.json,0.8968448638916016,neutral
4870,RT @yicaichina: .@Danone Sells Organic Yogurt Giant Stonyfield to @uk_lactalis for USD875 Million; #Yili Fails to Strike Deal ,en,Tue Jul 04 11:01:53 ,Tue,11:01:53,1/7/2017,7/1/2017 11:01,26,,,,False,False,396,497,False,116,True,4,"Fort Worth, TX",2909,Central Time (US & Canada),iamchrishill,jsonfile_stonyfield.json,0.49314218759536743,negative
4871,RT @yicaichina: .@Danone Sells Organic Yogurt Giant Stonyfield to @uk_lactalis for USD875 Million; #Yili Fails to Strike Deal ,en,Tue Jul 04 11:01:49 ,Tue,11:01:49,1/7/2017,7/1/2017 11:01,26,,,,False,False,910,7,False,38,False,0,,1310,Pacific Time (US & Canada),xiaopan47,jsonfile_stonyfield.json,0.49314218759536743,negative
4872,RT @yicaichina: .@Danone Sells Organic Yogurt Giant Stonyfield to @uk_lactalis for USD875 Million; #Yili Fails to Strike Deal ,en,Tue Jul 04 11:01:48 ,Tue,11:01:48,1/7/2017,7/1/2017 11:01,26,,,,False,False,1765,82,False,70,True,2,houston,2975,Central Time (US & Canada),lin90577,jsonfile_stonyfield.json,0.49314218759536743,negative
4873,RT @yicaichina: .@Danone Sells Organic Yogurt Giant Stonyfield to @uk_lactalis for USD875 Million; #Yili Fails to Strike Deal ,en,Tue Jul 04 11:01:42 ,Tue,11:01:42,1/7/2017,7/1/2017 11:01,26,,,,False,False,359,27,False,1246,False,0,"Akron, OH",589,Eastern Time (US & Canada),jolu5465,jsonfile_stonyfield.json,0.49314218759536743,negative
4874,.@Danone announces sale of #Stonyfield to Lactalis for $875 million  ,en,Tue Jul 04 11:01:12 ,Tue,11:01:12,1/7/2017,7/1/2017 11:01,0,,,,False,False,2,847,False,748,False,96,,3553,Pacific Time (US & Canada),investfood,jsonfile_stonyfield.json,0.942216694355011,neutral
4877,Lactalis to lap up Stonyfield dairy group from Danone for $875m ,en,Tue Jul 04 06:00:46 ,Tue,6:00:46,1/7/2017,7/1/2017 6:00,0,,,,False,False,0,1237,False,1095,False,48,"Washington, D.C.",24332,Eastern Time (US & Canada),EINOrganicFood,jsonfile_stonyfield.json,0.9204403758049011,neutral
4878,RT @WPLGLocal10: Danone is selling Stonyfield yogurt  ,en,Tue Jul 04 03:53:27 ,Tue,3:53:27,1/7/2017,7/1/2017 3:53,2,,,,False,False,806,35,False,1482,False,16,"Commerce, California",966,Pacific Time (US & Canada),WeldlngWarehous,jsonfile_stonyfield.json,0.9434977173805237,neutral
4879,RT @WPLGLocal10: Danone is selling Stonyfield yogurt  ,en,Tue Jul 04 03:30:55 ,Tue,3:30:55,1/7/2017,7/1/2017 3:30,2,,,,False,False,9757,1814,False,4999,True,180,"North Miami Beach, Florida",54045,Eastern Time (US & Canada),domnogin,jsonfile_stonyfield.json,0.9434977173805237,neutral
4880,Danone is selling Stonyfield yogurt  ,en,Tue Jul 04 03:30:04 ,Tue,3:30:04,1/7/2017,7/1/2017 3:30,2,,,,False,False,2272,148728,False,864,True,1453,"Miami, FL",115765,Eastern Time (US & Canada),WPLGLocal10,jsonfile_stonyfield.json,0.8735110759735107,neutral
4881,RT @caixin: Dairy Firm Yili Loses Bid for Danone’s American Yogurt Brand Stonyfield #Yili #Danone   ,en,Tue Jul 04 03:25:20 ,Tue,3:25:20,1/7/2017,7/1/2017 3:25,1,,,,False,False,135,658,False,2441,False,61,"Washington, DC",9459,Eastern Time (US & Canada),oxbowadvisory,jsonfile_stonyfield.json,0.7632332444190979,neutral
4883,Danone to Sell Stonyfield to Lactalis for $875 Million  Via @headlineswiki.com,en,Tue Jul 04 01:44:28 ,Tue,1:44:28,1/7/2017,7/1/2017 1:44,0,,,,False,False,30,707,False,36,False,3,United States,75828,Eastern Time (US & Canada),PollsHost,jsonfile_stonyfield.json,0.9446514844894409,neutral
4884,Danone to Sell Stonyfield to Lactalis for $875 Million ,en,Tue Jul 04 01:44:28 ,Tue,1:44:28,1/7/2017,7/1/2017 1:44,0,,,,False,False,12336,458,False,197,False,38,"Washington, DC",95993,Central Time (US & Canada),headlinesWIKI,jsonfile_stonyfield.json,0.9175374507904053,neutral
4885,What's going on? Danone to sell Stonyfield for $875 million - The Boston Globe  Be found ,en,Tue Jul 04 00:58:07 ,Tue,0:58:07,1/7/2017,7/1/2017 0:58,0,,,,False,False,2,338,False,146,False,28,"Boston, MA, USA",33375,Pacific Time (US & Canada),BostonoGoing,jsonfile_stonyfield.json,0.9312098026275635,neutral
4886,What's going on? Danone to sell Stonyfield for $875 million - The Boston Globe  Be found ,en,Tue Jul 04 00:58:06 ,Tue,0:58:06,1/7/2017,7/1/2017 0:58,0,,,,False,False,2,338,False,146,False,28,"Boston, MA, USA",33375,Pacific Time (US & Canada),BostonoGoing,jsonfile_stonyfield.json,0.9312098026275635,neutral
4888,Big news for Big #Yogurt: #Danone is selling #Stonyfield  ,en,Tue Jul 04 00:30:03 ,Tue,0:30:03,1/7/2017,7/1/2017 0:30,0,,,,False,False,0,59,False,3,False,225,,10679,Eastern Time (US & Canada),businessanglr,jsonfile_stonyfield.json,0.5049600601196289,positive
4889,RT @SniffOutStocks: Stock Picks:  Danone to Sell U.S. Dairy Business Stonyfield for $875 Million  ,en,Tue Jul 04 00:20:25 ,Tue,0:20:25,1/7/2017,7/1/2017 0:20,8,,,,False,False,0,15192,False,2131,False,134,"Seattle, WA",22048,Pacific Time (US & Canada),manicwaterfly,jsonfile_stonyfield.json,0.9373618960380554,neutral
4890,RT @wild_julian: Lactalis buying Stonyfield from Danone for $875m  via @DairyReporter,en,Tue Jul 04 00:05:25 ,Tue,0:05:25,1/7/2017,7/1/2017 0:05,1,,,,False,False,92,173,False,471,False,3,Yorkshire and The Humber,1275,Pacific Time (US & Canada),RollitsFood,jsonfile_stonyfield.json,0.9500874280929565,neutral
4891,Lactalis to acquire Stonyfield from Danone - The acquisition will give the French dairy processor a foothold in... ,en,Tue Jul 04 00:04:11 ,Tue,0:04:11,1/7/2017,7/1/2017 0:04,0,,,,False,False,12,112,False,170,False,5,,3895,Eastern Time (US & Canada),MRIGlobalFood,jsonfile_stonyfield.json,0.8337738513946533,neutral
4892,"France's Danone to sell Stonyfield to Lactalis for $875 million
 ",en,Tue Jul 04 00:01:04 ,Tue,0:01:04,1/7/2017,7/1/2017 0:01,0,,,,False,False,63,73,False,22,False,8,Ningbo,5320,Pacific Time (US & Canada),eGTCP,jsonfile_stonyfield.json,0.9286004900932312,neutral
4894,France's Danone to sell Stonyfield to Lactalis for $875 million ,en,Mon Jul 03 23:29:52 ,Mon,23:29:52,4/7/2017,7/4/2017 23:29,0,,,,False,False,272,44732,False,40331,True,210,New York,78936,Eastern Time (US & Canada),francesco212,jsonfile_stonyfield.json,0.9290233254432678,neutral
4895,France's Danone to sell Stonyfield to Lactalis for $875 million | Reuters ,en,Mon Jul 03 23:16:00 ,Mon,23:16:00,4/7/2017,7/4/2017 23:16,0,,,,False,False,0,233,False,175,False,6,"San Diego, CA",2086,Pacific Time (US & Canada),Bias_Blind,jsonfile_stonyfield.json,0.9424005746841431,neutral
